113,公司代号13654,香港特别行政区,大数据架构师,SQL和NoSQL数据库、Log分析,37,3千-1万
114,公司代号66689,宁夏回族自治区,数据分析师,熟练使用MySQL、Excel,56,6千-6千
115,公司代号33905,山东省,ETL数据仓库工程师,"熟悉主流的云计算、大数据产品（hadoop、spark、storm, flink, beam等）",19,3万-2万
116,公司代号94698,安徽省,Spark高级工程师,Kafks统计学等专业本科及以上学历,26,1.5万-3.5万
117,公司代号68516,澳门特别行政区,大数据实施工程师,其中隐含的变化和问,77,5千-nan
118,公司代号60715,河北省,ETL数据仓库工程师,SQL和NoSQL数据库、Log分析,12,6千-6千
119,公司代号1613,新疆维吾尔自治区,Spark高级工程师,flink,91,2万-3万
120,公司代号98671,河北省,爬虫工程师,可操作spss，origin，surfer，matlab等数据分析软件者优先,95,3.5万-1.5万
121,公司代号88748,辽宁省,大数据实施工程师,精通MATLAB、Python、R中至少一门编程语言,57,2万-3万
122,公司代号42999,内蒙古自治区,数据开发工程师,Kafks统计学等专业本科及以上学历,49,4千-9千
123,公司代号36109,湖南省,大数据实施工程师,数据仓库,34,1万-3千
124,公司代号15583,台湾省,数据开发工程师,计算机、数学、统计学等专业本科及以上学历,43,1万-3千
125,公司代号65077,江苏省,爬虫工程师,pandas、spss统计学等专业本科及以上学历，hive，spark-sql,87,nan-5千
126,公司代号61077,新疆维吾尔自治区,大数据架构师,java,59, -8千
127,公司代号24722,广东省,Spark高级工程师,8000-12000元/月、本科以上：15000-20000元/月【岗位方向】,55,1.5万-3.5万
128,公司代号69214,宁夏回族自治区,大数据算法工程师,Spark数据分析BIHive工作职责,76,2万-3万
129,公司代号74518,江苏省,数据开发工程师,flink,41,1万-3千
130,公司代号66552,云南省,数据运维工程师,可操作spss，origin，surfer，matlab等数据分析软件者优先,34,2万-3万
131,公司代号31388,澳门特别行政区,爬虫工程师,ETL,67,2万-3万
132,公司代号63405,海南省,大数据架构师,Scala熟悉使用python进行数据处理分析相关工作,90,2万-3万
133,公司代号94090,台湾省,可视化工程师,java工程师岗位（2）C++工程师岗位（3）大数据工程师岗位,81,1万-3千
134,公司代号36082,广西壮族自治区,数据运维工程师,出每天的投资计划,62,2万-3万
135,公司代号14525,澳门特别行政区,数据分析师,c++,55,9千-4千
136,公司代号11030,香港特别行政区,数据分析师,熟悉Linux环境、SQL和NoSQL数据库、Log分析,2,6千-6千
137,公司代号8381,吉林省,大数据实施工程师,理解大数据、Hadoop、RDBMS、数据仓库/数据集成、数据工程、数据科学（认知）和软件开发等方面知识,83,6千-6千
138,公司代号11557,四川省,可视化工程师,可操作spss，origin，surfer，matlab等数据分析软件者优先,54,9千-4千
139,公司代号79982,陕西省,数据分析师,ETL,8,面议-面议
140,公司代号48071,福建省,数据运维工程师,深度学习、AI、大数据分析熟悉java/Scala/Python开发,19, -8千
141,公司代号26248,安徽省,数据开发工程师,"熟悉主流的云计算、大数据产品（hadoop、spark、storm, flink, beam等）",67,2.5万-7千
142,公司代号38642,台湾省,大数据实施工程师,计算机、数学、统计学等专业本科及以上学历,62,8千- 
143,公司代号35566,天津市,数据运维工程师,Spark熟悉使用python进行数据处理分析相关工作,1,nan-5千
144,公司代号19283,香港特别行政区,大数据算法工程师,java统计学等专业本科及以上学历,99,8千- 
145,公司代号3110,北京市,爬虫工程师,"熟悉主流的云计算、大数据产品（hadoop、spark、storm, flink, beam等）",9,nan-5千
146,公司代号41356,内蒙古自治区,数据开发工程师,年龄18-30岁,83,4千-9千
147,公司代号21182,江苏省,可视化工程师,数学,100,3万-2万
148,公司代号20719,广东省,数据运维工程师,Hive,41,4千-9千
149,公司代号81772,海南省,ETL数据仓库工程师,"熟悉主流的云计算、大数据产品（hadoop、spark、storm, flink, beam等）",97,9千-4千
150,公司代号94696,河北省,大数据架构师,Kafks统计学等专业本科及以上学历,15,1万-3千
151,公司代号19511,宁夏回族自治区,大数据架构师,熟悉使用python进行数据处理分析相关工作,8,1.5万-3.5万
152,公司代号36751,浙江省,大数据架构师,Arcgispython空间科学数据处理数据库商业,17,面议-面议
153,公司代号71919,安徽省,数据开发工程师,java,82,9千-4千
154,公司代号38331,重庆市,数据运维工程师,Hbase,41,3.5万-1.5万
155,公司代号3018,西藏自治区,爬虫工程师,使用过Hadoop、spark等分布式框架,6,7千-2.5万
156,公司代号43591,四川省,可视化工程师,Hbase,53,1万-3千
157,公司代号71371,广西壮族自治区,可视化工程师,Python,91,5千-nan
158,公司代号89567,湖北省,ETL数据仓库工程师,可操作spss，origin，surfer，matlab等数据分析软件者优先,34,nan-5千
159,公司代号33508,西藏自治区,ETL数据仓库工程师,c++,51,4千-9千
160,公司代号99847,广东省,数据开发工程师,flume,19,1万-3千
161,公司代号1051,青海省,数据开发工程师,熟练使用MySQL、Excel,1,6千-6千
162,公司代号43791,海南省,数据开发工程师,java,11,面议-面议
163,公司代号27547,云南省,可视化工程师,Hive,20,1万-3千
164,公司代号17972,天津市,大数据架构师,Spark熟悉使用python进行数据处理分析相关工作,52,3.5万-1.5万
165,公司代号32551,西藏自治区,大数据算法工程师,Hadoop数据科学,10,5千-nan
166,公司代号84376,天津市,数据分析师,享受公司超高,69,8千- 
167,公司代号4288,辽宁省,爬虫工程师,熟练使用SPSS、SAS等相关数据分析软件,88,3万-2万
168,公司代号30210,甘肃省,数据分析师,Hadoop熟悉使用python进行数据处理分析相关工作,1,6千-6千
169,公司代号76160,福建省,ETL数据仓库工程师,8000-12000元/月、本科以上：15000-20000元/月【岗位方向】,85,3千-1万
170,公司代号73054,广东省,可视化工程师,Hadoop熟悉使用python进行数据处理分析相关工作,32,3万-2万
171,公司代号6197,吉林省,ETL数据仓库工程师,C语言、Java、.Net、PHP等,33,8千- 
172,公司代号81275,内蒙古自治区,可视化工程师,ETL,13,8千- 
173,公司代号44060,青海省,大数据算法工程师,pandas、spss统计学等专业本科及以上学历，hive，spark-sql,77,1万-3千
174,公司代号44297,吉林省,数据开发工程师,大专及以上学历，计算机（网络),3,8千- 
175,公司代号42224,天津市,可视化工程师,8000-12000元/月、本科以上：15000-20000元/月【岗位方向】,87,6千-6千
176,公司代号90233,香港特别行政区,大数据算法工程师,"熟悉主流的云计算、大数据产品（hadoop、spark、storm, flink, beam等）",89,4千-9千
177,公司代号99279,吉林省,数据开发工程师,深度学习、AI、大数据分析熟悉java/Scala/Python开发,88,1.5万-3.5万
178,公司代号12798,宁夏回族自治区,数据开发工程师,Storm,56,3.5万-1.5万
179,公司代号70256,湖北省,数据运维工程师,熟悉Unix/Linux操作系统,76,9千-4千
180,公司代号64497,四川省,大数据实施工程师,Spark熟悉使用python进行数据处理分析相关工作,42,3万-2万
181,公司代号85654,广西壮族自治区,大数据实施工程师,Hadoop数据科学,6,8千- 
182,公司代号13857,西藏自治区,ETL数据仓库工程师,Java数据库本次招聘包括,76,3千-1万
183,公司代号94435,湖南省,Spark高级工程师,Arcgispython空间科学数据处理数据库商业,55,面议-面议
184,公司代号68068,湖南省,大数据实施工程师,Kafks统计学等专业本科及以上学历,21,面议-面议
185,公司代号43518,陕西省,ETL数据仓库工程师,大专及以上学历，计算机（网络),49, -8千
186,公司代号22979,陕西省,数据运维工程师,java工程师岗位（2）C++工程师岗位（3）大数据工程师岗位,52,nan-5千
187,公司代号78297,上海市,爬虫工程师,Hadoop数据科学,1,面议-面议
188,公司代号17096,江苏省,可视化工程师,Hbase,26,8千- 
189,公司代号33244,辽宁省,大数据算法工程师,Spark熟悉使用python进行数据处理分析相关工作,91,1万-3千
190,公司代号61169,甘肃省,数据运维工程师,计算机科学、数学、统计学等相关专业,38,1.5万-3.5万
191,公司代号60616,重庆市,ETL数据仓库工程师,Arcgispython空间科学数据处理数据库商业,63,7千-2.5万
192,公司代号45761,甘肃省,大数据算法工程师,flink,40,2万-3万
193,公司代号92718,内蒙古自治区,可视化工程师,ETL,94,4千-9千
194,公司代号2159,贵州省,数据运维工程师,年龄18-30岁,21,4千-9千
195,公司代号56180,浙江省,大数据架构师,sqool数据科学,7,7千-2.5万
196,公司代号18308,香港特别行政区,数据分析师,ScalaSpark数据分析BIHive工作职责,14, -8千
197,公司代号67884,澳门特别行政区,数据运维工程师,配合产品经理进行产品版本规划与需求整理,66,1万-3千
198,公司代号16964,广西壮族自治区,数据开发工程师,熟悉Mysql/DB2等常用数据库，熟练使用SQL,72,3.5万-1.5万
199,公司代号83009,北京市,大数据架构师,C语言、Java、.Net、PHP等,50,2万-3万
200,公司代号56674,宁夏回族自治区,大数据架构师,理解大数据、Hadoop、RDBMS、数据仓库/数据集成、数据工程、数据科学（认知）和软件开发等方面知识,19,3万-2万
201,公司代号1383,新疆维吾尔自治区,大数据实施工程师,ETL,48,3千-1万
202,公司代号1225,香港特别行政区,数据运维工程师,场进行投资并盈,81, -8千
203,公司代号90586,河南省,爬虫工程师,Spark熟悉使用python进行数据处理分析相关工作,7,1万-3千
204,公司代号13213,重庆市,数据运维工程师,ETL,63,4千-9千
205,公司代号27708,江苏省,数据运维工程师,ScalaSpark数据分析BIHive工作职责,13,7千-2.5万
206,公司代号30028,宁夏回族自治区,可视化工程师,使用过Hadoop、spark等分布式框架,28,9千-4千
207,公司代号34221,内蒙古自治区,大数据架构师,sqool数据科学,86, -8千
208,公司代号95171,广东省,大数据实施工程师,计算机、数学、统计学等专业本科及以上学历,71,5千-nan
209,公司代号49890,海南省,大数据架构师,数据仓库,2,3千-1万
210,公司代号8915,陕西省,大数据算法工程师,熟悉Hadoop/Spark/Storm/Hive或HANA等大数据技术,25,2万-3万
211,公司代号60431,陕西省,数据运维工程师,理解大数据、Hadoop、RDBMS、数据仓库/数据集成、数据工程、数据科学（认知）和软件开发等方面知识,38,5千-nan
212,公司代号1142,江苏省,Spark高级工程师,数据仓库,54,4千-9千
213,公司代号14181,甘肃省,数据开发工程师,熟悉Linux环境、SQL和NoSQL数据库、Log分析,14,9千-4千
214,公司代号32509,青海省,大数据架构师,Storm,55,nan-5千
215,公司代号74925,上海市,大数据实施工程师,熟悉Mysql/DB2等常用数据库，熟练使用SQL,76,5千-nan
216,公司代号16304,澳门特别行政区,数据分析师,c++,99,5千-nan
217,公司代号18017,湖北省,ETL数据仓库工程师,flink,99,3.5万-1.5万
218,公司代号39918,吉林省,ETL数据仓库工程师,熟悉Hadoop/Spark/Storm/Hive或HANA等大数据技术,59,nan-5千
219,公司代号86734,江西省,数据分析师,Hbase,81,1.5万-3.5万
220,公司代号90843,江西省,可视化工程师,熟练使用MySQL、Excel,61,3.5万-1.5万
221,公司代号54780,海南省,大数据算法工程师,熟悉使用python进行数据处理分析相关工作,7,5千-nan
222,公司代号32753,江西省,Spark高级工程师,Spark熟悉使用python进行数据处理分析相关工作,81,2.5万-7千
223,公司代号50240,浙江省,ETL数据仓库工程师,数据仓库,22, -8千
224,公司代号37856,上海市,可视化工程师,ETL,82,6千-6千
225,公司代号86189,北京市,可视化工程师,如R，Jupyter?Notebook,38,6千-6千
226,公司代号68357,澳门特别行政区,大数据实施工程师,精通MATLAB、Python、R中至少一门编程语言,45, -8千
227,公司代号76086,内蒙古自治区,Spark高级工程师,配合产品经理进行产品版本规划与需求整理,11,3.5万-1.5万
228,公司代号53664,浙江省,数据运维工程师,大专及以上学历，计算机（网络),78, -8千
229,公司代号32292,宁夏回族自治区,大数据架构师,熟悉使用python进行数据处理分析相关工作,62,3.5万-1.5万
230,公司代号39556,海南省,大数据实施工程师,java工程师岗位（2）C++工程师岗位（3）大数据工程师岗位,67,9千-4千
231,公司代号9781,北京市,大数据架构师,"熟悉主流的云计算、大数据产品（hadoop、spark、storm, flink, beam等）",43,7千-2.5万
232,公司代号88601,香港特别行政区,Spark高级工程师,数学,60,9千-4千
233,公司代号51945,浙江省,爬虫工程师,理解大数据、Hadoop、RDBMS、数据仓库/数据集成、数据工程、数据科学（认知）和软件开发等方面知识,59,3万-2万
234,公司代号30980,安徽省,数据运维工程师,数据仓库,72,7千-2.5万
235,公司代号17492,湖南省,ETL数据仓库工程师,其中隐含的变化和问,14,2.5万-7千
236,公司代号81176,广东省,大数据实施工程师,Scala熟悉使用python进行数据处理分析相关工作,39, -8千
237,公司代号29216,香港特别行政区,大数据实施工程师,配合产品经理进行产品版本规划与需求整理,87,5千-nan
238,公司代号902,湖南省,Spark高级工程师,出每天的投资计划,40,2.5万-7千
239,公司代号23039,宁夏回族自治区,数据分析师,深度学习、AI、大数据分析熟悉java/Scala/Python开发,55,5千-nan
240,公司代号49300,香港特别行政区,ETL数据仓库工程师,Hbase数据科学,24,8千- 
241,公司代号23677,江西省,爬虫工程师,熟悉Linux环境、SQL和NoSQL数据库、Log分析,66,3万-2万
242,公司代号51012,北京市,ETL数据仓库工程师,数学,99,面议-面议
243,公司代号51633,青海省,爬虫工程师,ETL,38,9千-4千
244,公司代号78770,江苏省,爬虫工程师,8000-12000元/月、本科以上：15000-20000元/月【岗位方向】,96,6千-6千
245,公司代号5825,青海省,数据分析师,数学,29, -8千
246,公司代号54405,香港特别行政区,Spark高级工程师,Hadoop熟悉使用python进行数据处理分析相关工作,5,4千-9千
247,公司代号56899,西藏自治区,爬虫工程师,Hive,100,9千-4千
248,公司代号64278,辽宁省,ETL数据仓库工程师,Spark数据分析BIHive工作职责,17,2.5万-7千
249,公司代号14667,重庆市,数据分析师,Hadoop数据科学,25,8千- 
250,公司代号31472,北京市,爬虫工程师,Python,35,2.5万-7千
251,公司代号66242,宁夏回族自治区,ETL数据仓库工程师,熟悉使用python进行数据处理分析相关工作,96,面议-面议
252,公司代号73037,西藏自治区,爬虫工程师,深度学习、AI、大数据分析熟悉java/Scala/Python开发,28,8千- 
253,公司代号55373,福建省,爬虫工程师,Arcgispython空间科学数据处理数据库商业,58,9千-4千
254,公司代号86219,贵州省,ETL数据仓库工程师,Storm,32,9千-4千
255,公司代号24130,江西省,Spark高级工程师,Scala熟悉使用python进行数据处理分析相关工作,100, -8千
256,公司代号43944,陕西省,数据开发工程师,Hadoop熟悉使用python进行数据处理分析相关工作,50,3万-2万
257,公司代号62798,新疆维吾尔自治区,爬虫工程师,精通MATLAB、Python、R中至少一门编程语言,45,3万-2万
258,公司代号88275,山西省,数据运维工程师,Linux,63,nan-5千
259,公司代号14883,天津市,大数据算法工程师,8000-12000元/月、本科以上：15000-20000元/月【岗位方向】,29, -8千
260,公司代号21558,湖南省,ETL数据仓库工程师,数学,6,7千-2.5万
261,公司代号48978,上海市,数据开发工程师,数据仓库,20,1.5万-3.5万
262,公司代号59686,四川省,爬虫工程师,数学,99,9千-4千
263,公司代号37121,内蒙古自治区,大数据架构师,Hive,59,8千- 
264,公司代号15616,辽宁省,大数据算法工程师,flume,47,nan-5千
265,公司代号15023,内蒙古自治区,大数据架构师,Kafks统计学等专业本科及以上学历,66,8千- 
266,公司代号72528,江西省,大数据架构师,数学,45,4千-9千
267,公司代号61398,辽宁省,数据开发工程师,如R，Jupyter?Notebook,86,面议-面议
268,公司代号79730,辽宁省,数据运维工程师,Hive,72,nan-5千
269,公司代号71971,甘肃省,爬虫工程师,计算机、数学、统计学等专业本科及以上学历,7, -8千
270,公司代号19670,海南省,爬虫工程师,ScalaSpark数据分析BIHive工作职责,19,2万-3万
271,公司代号8345,北京市,爬虫工程师,数据仓库,24,面议-面议
272,公司代号5800,江苏省,大数据算法工程师,Arcgispython空间科学数据处理数据库商业,99,9千-4千
273,公司代号45914,澳门特别行政区,大数据实施工程师,Kafks统计学等专业本科及以上学历,86,nan-5千
274,公司代号46097,青海省,数据开发工程师,配合产品经理进行产品版本规划与需求整理,91,5千-nan
275,公司代号32696,天津市,数据运维工程师,SQL和NoSQL数据库、Log分析,29,2.5万-7千
276,公司代号60619,香港特别行政区,可视化工程师,数学,92,3千-1万
277,公司代号21534,西藏自治区,ETL数据仓库工程师,理解大数据、Hadoop、RDBMS、数据仓库/数据集成、数据工程、数据科学（认知）和软件开发等方面知识,43,8千- 
278,公司代号9395,内蒙古自治区,可视化工程师,熟悉Mysql/DB2等常用数据库，熟练使用SQL,99,9千-4千
279,公司代号29698,天津市,数据运维工程师,计算机科学、数学、统计学等相关专业,60,5千-nan
280,公司代号28167,广东省,大数据算法工程师,熟悉使用python进行数据处理分析相关工作,78,3千-1万
281,公司代号89719,宁夏回族自治区,大数据架构师,ETL,20,5千-nan
282,公司代号34482,西藏自治区,数据运维工程师,8000-12000元/月、本科以上：15000-20000元/月【岗位方向】,87,4千-9千
283,公司代号5354,安徽省,Spark高级工程师,熟悉Hadoop/Spark/Storm/Hive或HANA等大数据技术,35,7千-2.5万
284,公司代号33587,内蒙古自治区,大数据算法工程师,年龄18-30岁,100,面议-面议
285,公司代号65277,云南省,爬虫工程师,java工程师岗位（2）C++工程师岗位（3）大数据工程师岗位,48,1万-3千
286,公司代号44489,山东省,数据运维工程师,java工程师岗位（2）C++工程师岗位（3）大数据工程师岗位,33,8千- 
287,公司代号66676,广西壮族自治区,数据分析师,可操作spss，origin，surfer，matlab等数据分析软件者优先,97,5千-nan
288,公司代号20036,河北省,大数据实施工程师,8000-12000元/月、本科以上：15000-20000元/月【岗位方向】,21,2万-3万
289,公司代号45140,内蒙古自治区,数据运维工程师,熟悉Unix/Linux操作系统,25,3千-1万
290,公司代号16457,吉林省,Spark高级工程师,计算机科学、数学、统计学等相关专业,20,nan-5千
