河北壹切信息咨询有限公司,神秘顾客调查员,弹性工作,CZ186653920,20-99人,6千-8千,芜湖,学历不限,不限,股份制企业,http://company.zhaopin.com/CZ186653920.htm,http://jobs.zhaopin.com/CC186653927J00449317801.htm,CC186653927J00449317801,665
江苏百瑞赢证券咨询有限公司,证券分析师,绩效奖金/全勤奖/节日福利/定期团建/缴纳五险/定期体检,CZ408361730,1000-9999人,1.5万-3万,合肥,本科,5-10年,民营,http://company.zhaopin.com/CZ408361730.htm,http://jobs.zhaopin.com/CC408361737J00328131206.htm,CC408361737J00328131206,664
安徽宇呈数据技术有限公司,地图数据处理工程师,,CZ864204650,不限,4千-6千,宣城,大专,1-3年,股份制企业,http://company.zhaopin.com/CZ864204650.htm,http://jobs.zhaopin.com/CC864204650J00185224114.htm,CC864204650J00185224114,680
烟台海颐软件股份有限公司,（电网行业）数据工程师,绩效奖金/带薪年假/定期体检/节日福利/五险一金/公司重点项目/周末双休,CZ176732310,1000-9999人,8千-1.2万,合肥,本科,3-5年,股份制企业,http://company.zhaopin.com/CZ176732310.htm,http://jobs.zhaopin.com/CC176732315J00350424108.htm,CC176732315J00350424108,664
安徽正德人力资源咨询有限公司, 数据处理员,绩效奖金/全勤奖/包住/五险,CZ202766620,10000人以上,3千-5千,合肥,本科,1年以下,民营,https://special.zhaopin.com/Flying/Society/20191012/20276662_14575524_ZL29170,http://jobs.zhaopin.com/CC202766621J00342423907.htm,CC202766621J00342423907,664
清华大学合肥公共安全研究院,监测中心-值守工程师（战略规划）,,CZ657857520,100-499人,4千-6千,合肥,本科,不限,事业单位,http://company.zhaopin.com/CZ657857520.htm,http://jobs.zhaopin.com/CC657857520J00250927101.htm,CC657857520J00250927101,664
,,,,,,,,,,,,,
科大讯飞股份有限公司,数据分析师-智慧城市BG-合肥,五险一金/绩效奖金/餐补/通讯补助/带薪年假/定期体检/节日福利,CZ205108410,1000-9999人,1.2万-2.4万,合肥,本科,3-5年,股份制企业,http://special.zhaopin.com/2016/hf/kdxf031862,http://jobs.zhaopin.com/CC205108417J00194096702.htm,CC205108417J00194096702,664
安徽省迈安医疗设备有限公司,应用技术工程师双休,五险一金/带薪年假/弹性工作/员工旅游/定期体检/交通补助/绩效奖金/餐补,CZ238188380,20-99人,4千-6千,合肥,大专,1-3年,民营,http://company.zhaopin.com/CC238188387.htm,http://jobs.zhaopin.com/CZ238188380J00177853907.htm,CZ238188380J00177853907,664
上海世好餐饮管理有限公司,储备干部实习生,绩效奖金/节日福利/带薪年假/员工旅游/餐补/弹性工作,CZ137493450,500-999人,3千-4千,合肥,中专,不限,民营,http://company.zhaopin.com/CZ137493450.htm,http://jobs.zhaopin.com/CC137493458J00331195502.htm,CC137493458J00331195502,664
科大讯飞股份有限公司,数据分析师-智慧城市BG-合肥,五险一金/绩效奖金/餐补/通讯补助/带薪年假/定期体检/节日福利,CZ205108410,1000-9999人,1.2万-2.4万,合肥,本科,3-5年,股份制企业,http://special.zhaopin.com/2016/hf/kdxf031862,http://jobs.zhaopin.com/CC205108417J00194096702.htm,CC205108417J00194096702,664
清华大学合肥公共安全研究院,监测中心-值守工程师（战略规划）,,CZ657857520,100-499人,4千-6千,合肥,本科,不限,事业单位,http://company.zhaopin.com/CZ657857520.htm,http://jobs.zhaopin.com/CC657857520J00250927101.htm,CC657857520J00250927101,664
安徽人和市场研究咨询有限公司,研究员,五险一金/绩效奖金/年终分红/全勤奖/包吃/交通补助/餐补/带薪年假,CZ371355430,100-499人,6千-9千,合肥,本科,1-3年,民营,http://company.zhaopin.com/CC371355435.htm,http://jobs.zhaopin.com/CC371355435J00339077208.htm,CC371355435J00339077208,664
清华大学合肥公共安全研究院,监测中心-值守工程师（战略规划）,,CZ657857520,100-499人,4千-6千,合肥,本科,不限,事业单位,http://company.zhaopin.com/CZ657857520.htm,http://jobs.zhaopin.com/CC657857520J00250927101.htm,CC657857520J00250927101,664
清华大学合肥公共安全研究院,助理研究员（人员疏散安全）,,CZ657857520,100-499人,1万-1.5万,合肥,博士,不限,事业单位,http://company.zhaopin.com/CZ657857520.htm,http://jobs.zhaopin.com/CC657857520J00293352101.htm,CC657857520J00293352101,664
安徽人和市场研究咨询有限公司,研究员,五险一金/绩效奖金/年终分红/全勤奖/包吃/交通补助/餐补/带薪年假,CZ371355430,100-499人,6千-9千,合肥,本科,1-3年,民营,http://company.zhaopin.com/CC371355435.htm,http://jobs.zhaopin.com/CC371355435J00339077208.htm,CC371355435J00339077208,664
,,,,,,,,,,,,,
阳光电源股份有限公司,数据分析工程师,五险一金/绩效奖金/餐补/交通补助/通讯补助/带薪年假/补充医疗保险/定期体检,CZ120598170,1000-9999人,8千-1万,合肥,本科,3-5年,上市公司,http://special.zhaopin.com/ah/2014/11041/ygdy050485,http://jobs.zhaopin.com/CC120598173J00191595602.htm,CC120598173J00191595602,664
安徽正德人力资源咨询有限公司, 数据处理员,绩效奖金/全勤奖/包住/五险,CZ202766620,10000人以上,3千-5千,合肥,本科,1年以下,民营,https://special.zhaopin.com/Flying/Society/20191012/20276662_14575524_ZL29170,http://jobs.zhaopin.com/CC202766621J00342423907.htm,CC202766621J00342423907,664
德邦物流股份有限公司,德邦快递员（合肥云谷路）,全勤奖/餐补/带薪年假/房补/通讯补助/集体婚礼/金砖奖励/社保,CZ156976020,10000人以上,4千-8千,合肥,中技,不限,民营,http://special.zhaopin.com/2016/sh/dbwl031452/index.html,http://jobs.zhaopin.com/CC156976022J00315131805.htm,CC156976022J00315131805,664
合肥潼诚传媒有限公司,游戏策划,全勤奖/节日福利/员工旅游/周末双休,CZL1217038210,不限,5千-1万,合肥,学历不限,不限,其它,http://company.zhaopin.com/CZL1217038210.htm,http://jobs.zhaopin.com/CCL1217038210J00339462906.htm,CCL1217038210J00339462906,664
安徽正德人力资源咨询有限公司, 数据处理员,绩效奖金/全勤奖/包住/五险,CZ202766620,10000人以上,3千-5千,合肥,本科,1年以下,民营,https://special.zhaopin.com/Flying/Society/20191012/20276662_14575524_ZL29170,http://jobs.zhaopin.com/CC202766621J00342423907.htm,CC202766621J00342423907,664
安徽正德人力资源咨询有限公司, 数据处理员,绩效奖金/全勤奖/包住/五险,CZ202766620,10000人以上,3千-5千,合肥,本科,1年以下,民营,https://special.zhaopin.com/Flying/Society/20191012/20276662_14575524_ZL29170,http://jobs.zhaopin.com/CC202766621J00342423907.htm,CC202766621J00342423907,664
科大讯飞股份有限公司,数据分析师-智慧城市BG-合肥,五险一金/绩效奖金/餐补/通讯补助/带薪年假/定期体检/节日福利,CZ205108410,1000-9999人,1.2万-2.4万,合肥,本科,3-5年,股份制企业,http://special.zhaopin.com/2016/hf/kdxf031862,http://jobs.zhaopin.com/CC205108417J00194096702.htm,CC205108417J00194096702,664
南京杰思尔环保智能科技有限公司,现场分析仪表维修技术人员,五险一金/绩效奖金/全勤奖/交通补助/餐补/通讯补助/带薪年假/定期体检,CZ287096710,100-499人,4千-6千,淮南,大专,1-3年,民营,http://company.zhaopin.com/%E5%8D%97%E4%BA%AC%E6%9D%B0%E6%80%9D%E5%B0%94%E8%AE%BE%E5%A4%87%E5%B7%A5%E7%A8%8B%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC287096717.htm,http://jobs.zhaopin.com/CC287096717J00303355508.htm,CC287096717J00303355508,667
安徽正德人力资源咨询有限公司, 数据处理员,绩效奖金/全勤奖/包住/五险,CZ202766620,10000人以上,3千-5千,合肥,本科,1年以下,民营,https://special.zhaopin.com/Flying/Society/20191012/20276662_14575524_ZL29170,http://jobs.zhaopin.com/CC202766621J00342423907.htm,CC202766621J00342423907,664
苏州倍通商贸有限公司,生产文员5000+包吃住五险一金,五险一金/全勤奖/包住/加班补助/年底双薪/包吃/带薪年假/绩效奖金,CZ570146030,100-499人,4千-6千,合肥,学历不限,不限,民营,http://company.zhaopin.com/CZ570146030.htm,http://jobs.zhaopin.com/CC570146030J00336536204.htm,CC570146030J00336536204,664
合肥链家宝业房地产经纪有限公司第一分公司,数据运营专员,五险一金/绩效奖金/带薪年假/弹性工作/员工旅游/节日福利,CZ426848730,1000-9999人,6千-8千,合肥,本科,不限,民营,http://company.zhaopin.com/CZ426848730.htm,http://jobs.zhaopin.com/CC426848732J00351115002.htm,CC426848732J00351115002,664
安徽正德人力资源咨询有限公司, 数据处理员,绩效奖金/全勤奖/包住/五险,CZ202766620,10000人以上,3千-5千,合肥,本科,1年以下,民营,https://special.zhaopin.com/Flying/Society/20191012/20276662_14575524_ZL29170,http://jobs.zhaopin.com/CC202766621J00342423907.htm,CC202766621J00342423907,664
芜湖奇瑞信息技术有限公司,IT工程师-大数据应用(J12426),五险一金/周末双休/绩效奖金/包住/定期体检/免费班车/员工旅游,CZ523490620,100-499人,6千-8千,芜湖,本科,3-5年,国企,http://company.zhaopin.com/CZ523490620.htm,http://jobs.zhaopin.com/CC523490620J00392916907.htm,CC523490620J00392916907,665
合肥群新智能科技有限公司,机器视觉软件架构工程师,五险一金/绩效奖金/加班补助/餐补/带薪年假/员工旅游/节日福利/周末双休,CZ514363120,20-99人,7千-1.4万,合肥,本科,1-3年,民营,http://company.zhaopin.com/CZ514363120.htm,http://jobs.zhaopin.com/CC514363124J00383267901.htm,CC514363124J00383267901,664
北京科莱特信息技术有限公司合肥分公司,财务信息化专员,五险一金/绩效奖金/全勤奖/带薪年假,CZ822947560,100-499人,8千-1万,合肥,大专,1-3年,股份制企业,http://company.zhaopin.com/CZ822947560.htm,http://jobs.zhaopin.com/CC822947560J00456918605.htm,CC822947560J00456918605,664
烟台海颐软件股份有限公司,（电网行业）数据工程师,绩效奖金/带薪年假/定期体检/节日福利/五险一金/公司重点项目/周末双休,CZ176732310,1000-9999人,8千-1.2万,合肥,本科,3-5年,股份制企业,http://company.zhaopin.com/CZ176732310.htm,http://jobs.zhaopin.com/CC176732315J00350424108.htm,CC176732315J00350424108,664
安徽天科生产力促进有限公司,储备干部,五险一金/周末双休/项目奖金/节日福利/员工旅游/股票期权/带薪年假/全勤奖,CZ634917030,20-99人,5千-1万,合肥,大专,不限,民营,http://company.zhaopin.com/CZ634917030.htm,http://jobs.zhaopin.com/CC634917030J00354619608.htm,CC634917030J00354619608,664
安徽正德人力资源咨询有限公司, 数据处理员,绩效奖金/全勤奖/包住/五险,CZ202766620,10000人以上,3千-5千,合肥,本科,1年以下,民营,https://special.zhaopin.com/Flying/Society/20191012/20276662_14575524_ZL29170,http://jobs.zhaopin.com/CC202766621J00342423907.htm,CC202766621J00342423907,664
河南伊赛牛肉股份有限公司,销售内勤,每年多次调薪/绩效奖金/交通补助/餐补/不加班/住房补贴/通讯补助/房补,CZ345708810,1000-9999人,3.5千-6千,合肥,中专,不限,上市公司,http://company.zhaopin.com/CZ345708810.htm,http://jobs.zhaopin.com/CC345708813J00131539402.htm,CC345708813J00131539402,664
,,,,,,,,,,,,,
安徽盈信网络科技有限公司,证券分析单双休,五险一金/包住/绩效奖金/带薪年假/年终分红/全勤奖/通讯补助/房补,CZ408960280,20-99人,8千-1万,合肥,学历不限,不限,民营,http://company.zhaopin.com/CZ408960280.htm,http://jobs.zhaopin.com/CC408960283J00450876205.htm,CC408960283J00450876205,664
,,,,,,,,,,,,,
,,,,,,,,,,,,,
安徽百计信用管理股份有限公司,数据分析师助理,五险一金/绩效奖金/带薪年假/定期体检/员工旅游/创业公司/出国游/周末双休,CZ456078880,20-99人,3千-4千,六安,本科,不限,股份制企业,http://company.zhaopin.com/CZ456078880.htm,http://jobs.zhaopin.com/CC456078880J00311890301.htm,CC456078880J00311890301,677
安徽百计信用管理股份有限公司,数据分析师,五险一金/绩效奖金/带薪年假/定期体检/员工旅游/创业公司/出国游/周末双休,CZ456078880,20-99人,5千-8千,六安,本科,不限,股份制企业,http://company.zhaopin.com/CZ456078880.htm,http://jobs.zhaopin.com/CC456078880J00311884701.htm,CC456078880J00311884701,677
益多教育咨询,在线接听客服月休6-7,五险一金/年底双薪/包住/交通补助/年终分红/股票期权/加班补助/绩效奖金,CZ335222930,20人以下,4千-6千,合肥,学历不限,不限,民营,http://company.zhaopin.com/CZ335222930.htm,http://jobs.zhaopin.com/CC335222930J00334442806.htm,CC335222930J00334442806,664
科大讯飞股份有限公司,数据分析师-智慧城市BG-合肥,五险一金/绩效奖金/餐补/通讯补助/带薪年假/定期体检/节日福利,CZ205108410,1000-9999人,1.2万-2.4万,合肥,本科,3-5年,股份制企业,http://special.zhaopin.com/2016/hf/kdxf031862,http://jobs.zhaopin.com/CC205108417J00194096702.htm,CC205108417J00194096702,664
安徽皖投新辉光电科技有限公司,项目申报专员,绩效奖金/年终分红/员工旅游/定期体检/项目奖金/免费停车/定期团建/五险,CZ280607810,100-499人,4千-6千,合肥,本科,不限,股份制企业,http://company.zhaopin.com/CZ280607810.htm,http://jobs.zhaopin.com/CC280607816J00323521506.htm,CC280607816J00323521506,664
安徽正德人力资源咨询有限公司, 数据处理员,绩效奖金/全勤奖/包住/五险,CZ202766620,10000人以上,3千-5千,合肥,本科,1年以下,民营,https://special.zhaopin.com/Flying/Society/20191012/20276662_14575524_ZL29170,http://jobs.zhaopin.com/CC202766621J00342423907.htm,CC202766621J00342423907,664
深圳市长亮科技股份有限公司,银行数据分析岗,五险一金/年终分红/通讯补助/带薪年假/定期体检/免费班车/节日福利/餐补,CZ120564550,1000-9999人,1万-2万,合肥,本科,不限,上市公司,http://company.zhaopin.com/CZ120564550.htm,http://jobs.zhaopin.com/CC120564559J00288265208.htm,CC120564559J00288265208,664
深圳市长亮科技股份有限公司,银行数据分析岗,五险一金/年终分红/通讯补助/带薪年假/定期体检/免费班车/节日福利/餐补,CZ120564550,1000-9999人,1万-2万,合肥,本科,不限,上市公司,http://company.zhaopin.com/CZ120564550.htm,http://jobs.zhaopin.com/CC120564559J00288265208.htm,CC120564559J00288265208,664
安徽正德人力资源咨询有限公司, 数据处理员,绩效奖金/全勤奖/包住/五险,CZ202766620,10000人以上,3千-5千,合肥,本科,1年以下,民营,https://special.zhaopin.com/Flying/Society/20191012/20276662_14575524_ZL29170,http://jobs.zhaopin.com/CC202766621J00342423907.htm,CC202766621J00342423907,664
科大讯飞股份有限公司,数据分析师-智慧城市BG-合肥,五险一金/绩效奖金/餐补/通讯补助/带薪年假/定期体检/节日福利,CZ205108410,1000-9999人,1.2万-2.4万,合肥,本科,3-5年,股份制企业,http://special.zhaopin.com/2016/hf/kdxf031862,http://jobs.zhaopin.com/CC205108417J00194096702.htm,CC205108417J00194096702,664
科大讯飞股份有限公司,数据分析师-智慧城市BG-合肥,五险一金/绩效奖金/餐补/通讯补助/带薪年假/定期体检/节日福利,CZ205108410,1000-9999人,1.2万-2.4万,合肥,本科,3-5年,股份制企业,http://special.zhaopin.com/2016/hf/kdxf031862,http://jobs.zhaopin.com/CC205108417J00194096702.htm,CC205108417J00194096702,664
安徽正德人力资源咨询有限公司, 数据处理员,绩效奖金/全勤奖/包住/五险,CZ202766620,10000人以上,3千-5千,合肥,本科,1年以下,民营,https://special.zhaopin.com/Flying/Society/20191012/20276662_14575524_ZL29170,http://jobs.zhaopin.com/CC202766621J00342423907.htm,CC202766621J00342423907,664
同福集团股份有限公司,市场数据分析师,五险一金/餐补/通讯补助/免费班车/绩效奖金/股票期权,CZ265749610,1000-9999人,4千-6千,芜湖,大专,1-3年,股份制企业,https://special.zhaopin.com/Flying/Society/20190220/26574961_17131201_ZL21287/index.html,http://jobs.zhaopin.com/265749613253933.htm,CC265749613J90253933000,665
深圳市长亮科技股份有限公司,银行数据分析岗,五险一金/年终分红/通讯补助/带薪年假/定期体检/免费班车/节日福利/餐补,CZ120564550,1000-9999人,1万-2万,合肥,本科,不限,上市公司,http://company.zhaopin.com/CZ120564550.htm,http://jobs.zhaopin.com/CC120564559J00288265208.htm,CC120564559J00288265208,664
科大讯飞股份有限公司,数据分析师-智慧城市BG-合肥,五险一金/绩效奖金/餐补/通讯补助/带薪年假/定期体检/节日福利,CZ205108410,1000-9999人,1.2万-2.4万,合肥,本科,3-5年,股份制企业,http://special.zhaopin.com/2016/hf/kdxf031862,http://jobs.zhaopin.com/CC205108417J00194096702.htm,CC205108417J00194096702,664
科大讯飞股份有限公司,数据分析师-智慧城市BG-合肥,五险一金/绩效奖金/餐补/通讯补助/带薪年假/定期体检/节日福利,CZ205108410,1000-9999人,1.2万-2.4万,合肥,本科,3-5年,股份制企业,http://special.zhaopin.com/2016/hf/kdxf031862,http://jobs.zhaopin.com/CC205108417J00194096702.htm,CC205108417J00194096702,664
安徽正德人力资源咨询有限公司, 数据处理员,绩效奖金/全勤奖/包住/五险,CZ202766620,10000人以上,3千-5千,合肥,本科,1年以下,民营,https://special.zhaopin.com/Flying/Society/20191012/20276662_14575524_ZL29170,http://jobs.zhaopin.com/CC202766621J00342423907.htm,CC202766621J00342423907,664
启迪环境科技发展股份有限公司,热控专业工程师,五险一金/带薪年假/定期体检/高温补贴/节日福利/包住/绩效奖金/餐补,CZ135760070,10000人以上,5千-7千,亳州,本科,3-5年,上市公司,http://www.tus-sound.com,http://jobs.zhaopin.com/CC135760073J00178954613.htm,CC135760073J00178954613,678
科大讯飞股份有限公司,数据分析师-智慧城市BG-合肥,五险一金/绩效奖金/餐补/通讯补助/带薪年假/定期体检/节日福利,CZ205108410,1000-9999人,1.2万-2.4万,合肥,本科,3-5年,股份制企业,http://special.zhaopin.com/2016/hf/kdxf031862,http://jobs.zhaopin.com/CC205108417J00194096702.htm,CC205108417J00194096702,664
安徽正德人力资源咨询有限公司, 数据处理员,绩效奖金/全勤奖/包住/五险,CZ202766620,10000人以上,3千-5千,合肥,本科,1年以下,民营,https://special.zhaopin.com/Flying/Society/20191012/20276662_14575524_ZL29170,http://jobs.zhaopin.com/CC202766621J00342423907.htm,CC202766621J00342423907,664
安徽利克冷链节能设备有限公司,销售代表（五险，双薪，急招）,全勤奖/带薪年假/员工旅游/五险一金/绩效奖金/通讯补助/餐补,CZ506249880,20-99人,6千-1.2万,合肥,大专,不限,民营,http://company.zhaopin.com/CC506249885.htm,http://jobs.zhaopin.com/CC506249885J00171819505.htm,CC506249885J00171819505,664
,,,,,,,,,,,,,
深圳市长亮科技股份有限公司,银行数据分析岗,五险一金/年终分红/通讯补助/带薪年假/定期体检/免费班车/节日福利/餐补,CZ120564550,1000-9999人,1万-2万,合肥,本科,不限,上市公司,http://company.zhaopin.com/CZ120564550.htm,http://jobs.zhaopin.com/CC120564559J00288265208.htm,CC120564559J00288265208,664
安徽艾果网络科技有限公司,接听回访客服+电话客服5000,五险一金/绩效奖金/年终分红/员工旅游/周末双休,CZ868872030,20-99人,6千-8千,合肥,大专,不限,民营,http://company.zhaopin.com/CZ868872030.htm,http://jobs.zhaopin.com/CC868872030J00333514504.htm,CC868872030J00333514504,664
合肥昊天服务外包有限公司,中国银行本部客服文员+固定双休+八小时+五险一金,五险一金/年底双薪/带薪年假/绩效奖金/交通补助/定期体检/不加班/全勤奖,CZ882387430,100-499人,8千-1.2万,合肥,大专,不限,民营,http://company.zhaopin.com/CZ882387430.htm,http://jobs.zhaopin.com/CC882387430J00347581408.htm,CC882387430J00347581408,664
同福集团股份有限公司,市场数据分析师,五险一金/餐补/通讯补助/免费班车/绩效奖金/股票期权,CZ265749610,1000-9999人,4千-6千,芜湖,大专,1-3年,股份制企业,https://special.zhaopin.com/Flying/Society/20190220/26574961_17131201_ZL21287/index.html,http://jobs.zhaopin.com/265749613253933.htm,CC265749613J90253933000,665
上海怡科信息科技有限公司,C语言开发工程师,五险一金/绩效奖金/节日福利/交通补助,CZ562244520,500-999人,6千-1万,合肥,大专,不限,民营,http://company.zhaopin.com/CC562244523.htm,http://jobs.zhaopin.com/562244523356139.htm,CC562244523J90356139000,664
合肥谷溪信息咨询有限公司,接听客服保底4000+补助+五险,五险一金/带薪年假/绩效奖金/节日福利/试用期全额/免费班车/房补/包住,CZ839285930,100-499人,4千-6千,合肥,学历不限,不限,民营,http://special.zhaopin.com/pagepublish/83928593/index.html,http://jobs.zhaopin.com/CC839285930J00351089102.htm,CC839285930J00351089102,664
深圳市长亮科技股份有限公司,银行数据分析岗,五险一金/年终分红/通讯补助/带薪年假/定期体检/免费班车/节日福利/餐补,CZ120564550,1000-9999人,1万-2万,合肥,本科,不限,上市公司,http://company.zhaopin.com/CZ120564550.htm,http://jobs.zhaopin.com/CC120564559J00288265208.htm,CC120564559J00288265208,664
安徽正德人力资源咨询有限公司, 数据处理员,绩效奖金/全勤奖/包住/五险,CZ202766620,10000人以上,3千-5千,合肥,本科,1年以下,民营,https://special.zhaopin.com/Flying/Society/20191012/20276662_14575524_ZL29170,http://jobs.zhaopin.com/CC202766621J00342423907.htm,CC202766621J00342423907,664
科大讯飞股份有限公司,数据分析师-智慧城市BG-合肥,五险一金/绩效奖金/餐补/通讯补助/带薪年假/定期体检/节日福利,CZ205108410,1000-9999人,1.2万-2.4万,合肥,本科,3-5年,股份制企业,http://special.zhaopin.com/2016/hf/kdxf031862,http://jobs.zhaopin.com/CC205108417J00194096702.htm,CC205108417J00194096702,664
安徽艾果网络科技有限公司,接听回访客服+电话客服5000,五险一金/绩效奖金/年终分红/员工旅游/周末双休,CZ868872030,20-99人,6千-8千,合肥,大专,不限,民营,http://company.zhaopin.com/CZ868872030.htm,http://jobs.zhaopin.com/CC868872030J00333514504.htm,CC868872030J00333514504,664
合肥壹信商务咨询有限公司,信用卡发卡电话客服,五险一金/年底双薪/绩效奖金/全勤奖/住房补贴/带薪年假/周末双休/每年多次调薪,CZ220381720,100-499人,5千-8千,合肥,学历不限,不限,民营,http://company.zhaopin.com/CZ220381720.htm,http://jobs.zhaopin.com/CC220381720J00431990705.htm,CC220381720J00431990705,664
,,,,,,,,,,,,,
江西菁爱供应链管理有限公司,销售精英（地推）,,CZ642055180,100-499人,3.6千-6千,安庆,学历不限,不限,民营,http://company.zhaopin.com/CZ642055180.htm,http://jobs.zhaopin.com/CC642055180J00430423907.htm,CC642055180J00430423907,671
北京金史密斯科技有限公司,安庆高薪淘宝客服可异地上班,五险一金/年底双薪/绩效奖金/加班补助/全勤奖/包吃/包住/餐补,CZ333140980,20-99人,4千-5千,安庆,学历不限,不限,民营,http://company.zhaopin.com/CZ333140980.htm,http://jobs.zhaopin.com/CC333140980J00183606515.htm,CC333140980J00183606515,671
合肥市博大轴承有限公司,业务内勤,,CZ715923940,20人以下,2千-4千,合肥,大专,不限,股份制企业,http://company.zhaopin.com/CZ715923940.htm,http://jobs.zhaopin.com/CZ715923940J00183898803.htm,CZ715923940J00183898803,664
安徽子建信息技术有限公司,6000资料审核客服文员五千+,五险一金/全勤奖/包住/交通补助/房补/免费班车/员工旅游/节日福利,CZ480571230,500-999人,5千-7千,合肥,中专,不限,民营,http://company.zhaopin.com/CZ480571230.htm,http://jobs.zhaopin.com/CC480571233J00169580204.htm,CC480571233J00169580204,664
安徽利克冷链节能设备有限公司,销售代表（五险，双薪，急招）,全勤奖/带薪年假/员工旅游/五险一金/绩效奖金/通讯补助/餐补,CZ506249880,20-99人,6千-1.2万,合肥,大专,不限,民营,http://company.zhaopin.com/CC506249885.htm,http://jobs.zhaopin.com/CC506249885J00171819505.htm,CC506249885J00171819505,664
安徽阳光信通电子科技有限公司,A银行项目实习生（包住+五险一金+发展好）,节日福利/五险一金/绩效奖金/餐补/全勤奖/带薪年假,CZ503241220,500-999人,5千-8千,合肥,大专,不限,民营,http://special.zhaopin.com/pagepublish/50324122/index.html,http://jobs.zhaopin.com/CC503241227J00316869203.htm,CC503241227J00316869203,664
深圳通联金融网络科技服务有限公司合肥分公司,催收员（交通银行）住宿+月薪9K+,五险一金/带薪年假/全勤奖/弹性工作/免费班车/包住,CZ374685930,1000-9999人,8千-1万,合肥,中专,不限,民营,http://company.zhaopin.com/CZ374685930.htm,http://jobs.zhaopin.com/CC374685937J00067185602.htm,CC374685937J00067185602,664
